165.9,161.74,223.81,135.92,236.12,165.9
165.9,165.9,165.9,223.97,424.79,175.09
165.9,181.13,165.9,165.9,165.9,165.9
165.9,165.9,165.9,172.44,259.98,179.71
165.9,207.73,258.04,171.94,165.9,143.62
165.9,165.9,165.9,39.35,172.62,165.9
165.9,165.9,165.9,240.99,120.46,165.9
165.9,165.9,165.9,165.9,165.9,50.1
165.9,165.9,165.9,165.9,149.21,165.9
165.9,165.9,165.9,165.9,42.92,192.27
133.3,165.9,165.9,347.45,207.06,165.9
165.9,165.9,165.9,165.9,165.9,99.89
165.9,165.9,165.9,154.67,165.9,165.9
639.44,194.88,165.9,165.9,217.96,165.9
165.9,165.9,165.9,177.56,165.9,165.9
165.9,165.9,165.9,165.9,179.32,165.9
165.9,165.9,140.09,309.44,182.1,164.4
152.54,165.9,165.9,165.9,165.9,165.9
165.9,165.9,165.9,192.93,165.9,165.9
165.9,165.9,165.9,79.82,165.9,167.55
165.9,165.9,165.9,204.02,209.71,216.23
165.9,165.9,165.9,165.9,196.44,165.9
165.9,165.9,165.9,134.05,165.9,165.9
165.9,165.9,165.9,197.26,165.9,165.9
165.9,165.9,165.9,165.9,165.9,217.28
165.9,165.9,165.9,165.9,229.98,165.9
165.9,155.34,165.9,167.39,125.62,189.16
165.9,551.68,165.9,204.47,165.9,165.9
165.9,182.74,165.9,165.9,214.66,165.9
165.9,165.9,127.14,165.9,158.36,182.88
353.18,165.9,165.9,165.9,165.9,165.9
116.23,165.9,173.17,165.9,166.51,165.9
165.9,165.9,165.9,165.9,133.75,165.9
165.9,165.9,165.9,165.9,165.9,184.61
165.9,165.9,165.9,165.9,165.9,165.9
165.9,165.9,165.9,165.9,165.9,165.9
165.9,165.9,165.9,165.9,165.9,188.79
165.9,165.9,165.9,165.9,165.9,165.9
165.9,165.9,165.9,165.9,165.9,165.9
145.41,165.9,165.9,165.9,261.36,165.9
165.9,165.9,165.9,165.9,165.9,165.9
165.9,184.71,165.9,249.52,165.9,165.9
165.9,165.9,165.9,167.5,165.9,165.9
165.9,165.9,165.9,165.9,165.9,165.9
165.9,165.9,121.01,165.9,165.9,165.9
165.9,165.9,165.9,165.9,165.9,165.9
165.9,165.9,165.9,165.9,165.9,187.88
165.9,165.9,165.9,165.9,165.9,165.9
165.9,165.9,165.9,165.9,165.9,165.9
165.9,165.9,165.9,165.9,165.9,165.9
165.9,165.9,165.9,113.24,165.9,165.9
165.9,165.9,165.9,165.9,165.9,165.9
165.9,165.9,138.63,165.9,165.9,165.9
159.61,165.9,165.9,161.79,165.9,165.9
165.9,93.39,165.9,171.49,165.9,231.34
165.9,161.7,167.62,153.15,108.73,119.61
165.9,142.79,165.9,165.9,205.97,165.9
165.9,165.9,165.9,165.9,206.58,165.9
165.9,165.9,176.18,133.71,165.9,165.9
165.9,165.9,165.9,155.3,165.9,165.9
165.9,165.9,165.9,145.65,165.9,153.31
304.56,165.9,165.9,153.66,149.82,165.9
198.48,165.9,165.9,165.9,165.9,165.9
165.9,184.5,165.9,146.98,165.9,165.9
165.9,303.41,165.9,81.04,165.9,126.69
192.52,165.9,165.9,165.9,143.09,165.9
314.37,165.9,165.9,165.9,66.72,165.9
201.83,165.9,165.9,117.43,165.9,196.42
118.56,165.9,165.9,143.97,165.9,92.47
165.9,165.9,165.9,165.9,134.19,127.34
165.9,165.9,165.9,165.9,165.9,279.0
195.95,165.9,165.9,199.76,194.37,165.9
165.9,165.9,165.9,165.9,162.62,231.78
154.6,165.9,165.9,104.37,134.46,165.9
134.44,242.73,136.54,140.18,154.36,135.52
114.84,165.9,121.24,194.63,165.9,136.52
165.9,165.9,165.9,165.9,165.9,152.73
165.9,165.9,100.68,143.66,165.9,165.9
268.04,106.33,169.39,165.9,169.14,165.9
165.9,165.9,165.9,147.87,142.12,153.64
165.9,165.9,139.87,165.9,165.9,165.9
165.9,165.9,165.9,144.0,165.9,120.73
165.9,165.9,165.9,165.9,165.9,125.95
165.9,165.9,165.9,165.9,96.27,165.9
165.9,278.8,254.2,136.63,165.9,190.27
165.9,162.55,165.9,129.81,110.15,165.9
165.9,165.9,165.9,204.39,119.28,212.35
165.9,193.06,165.9,165.9,188.63,165.9
165.9,165.9,165.9,165.9,187.75,165.9
165.9,165.9,165.9,165.9,165.9,189.78
165.9,165.9,165.9,165.9,165.9,165.9
