151.39,129.1,166.57,200.87,164.52,166.57
237.4,305.51,152.86,276.13,199.87,171.96
166.57,146.07,166.57,185.85,180.06,168.4
158.32,222.62,190.78,153.19,125.64,132.52
212.6,202.14,166.57,223.59,216.41,166.57
151.95,124.05,193.09,179.22,162.27,209.95
153.63,183.6,120.05,173.78,176.07,166.57
166.57,186.44,193.3,195.46,199.8,166.57
140.42,120.69,166.57,153.18,139.52,166.57
166.57,166.57,173.98,213.46,164.15,166.57
113.61,126.68,174.43,166.57,166.57,166.57
166.57,267.14,219.51,126.85,262.0,154.17
166.57,130.82,118.27,128.04,200.99,311.46
165.85,166.4,181.59,77.33,140.74,147.87
137.17,161.87,152.68,168.03,237.81,166.57
111.36,201.15,158.99,130.02,138.18,161.18
173.67,182.2,114.02,160.92,166.57,166.57
171.67,162.1,154.17,206.31,245.14,166.57
152.8,210.56,138.07,161.71,131.59,166.57
253.26,171.34,155.6,112.29,184.24,173.8
182.43,188.31,146.95,205.21,166.57,252.66
178.62,239.39,420.58,239.31,147.73,214.16
166.57,166.57,147.14,166.57,128.94,166.57
166.57,208.66,166.57,133.65,212.29,220.66
166.57,166.57,127.34,166.57,158.75,166.57
166.57,166.39,166.57,238.63,166.57,166.57
158.57,166.57,166.57,163.27,166.57,166.57
183.32,166.57,166.57,104.57,149.25,120.14
204.69,166.57,166.57,166.57,166.57,166.57
166.57,166.57,253.57,166.57,166.57,208.46
166.57,166.57,166.57,166.57,166.57,105.99
166.57,166.57,106.11,166.57,166.57,177.49
166.57,164.75,166.57,166.57,166.57,141.09
149.62,166.57,137.03,166.57,140.4,166.57
166.57,166.57,178.58,211.54,176.55,166.57
166.57,142.48,161.88,166.57,166.57,119.71
166.57,166.57,166.57,166.57,136.16,166.57
166.57,166.57,173.04,164.83,166.57,166.57
166.57,162.98,166.57,166.57,166.57,121.03
170.59,166.57,129.9,166.57,307.01,199.11
178.46,166.57,166.57,166.57,166.57,166.57
226.9,164.91,166.57,166.57,166.57,166.57
123.54,166.57,166.57,247.82,166.57,166.57
175.8,166.57,157.41,166.57,166.57,186.02
182.24,160.05,180.29,183.96,204.43,152.57
207.22,185.08,184.92,314.12,160.22,158.16
166.57,158.62,167.62,180.12,166.1,162.44
166.71,172.19,127.75,166.57,122.41,129.98
116.34,121.19,134.55,166.57,144.75,132.16
166.57,116.77,144.09,161.19,185.69,134.05
166.57,151.8,97.43,205.84,202.97,160.0
142.85,154.41,166.57,122.52,166.57,166.57
165.29,134.27,132.62,175.25,158.34,205.05
170.27,194.27,149.95,123.7,330.38,361.81
195.66,172.27,176.18,194.93,186.5,191.1
164.45,179.37,120.92,138.26,151.6,147.69
191.32,191.31,131.94,143.74,150.16,166.57
256.5,157.69,201.28,170.0,165.61,191.94
193.24,224.74,205.95,225.97,216.21,188.31
179.16,156.51,184.12,164.99,194.39,209.68
136.13,172.44,248.47,152.11,166.57,202.68
132.76,276.26,166.57,170.78,213.01,149.69
148.59,182.66,147.41,144.51,173.31,98.89
139.38,167.95,155.19,166.57,197.22,170.32
192.36,152.49,178.86,135.0,157.7,168.2
125.02,127.56,188.84,166.57,203.67,177.15
157.25,149.39,141.66,139.53,184.95,271.6
208.82,200.95,181.36,218.42,170.46,170.98
123.63,183.75,182.83,160.5,151.8,239.01
154.47,135.31,146.9,219.8,148.77,145.99
156.71,147.11,175.22,166.57,201.19,166.0
266.77,129.2,181.59,264.03,199.28,194.66
155.93,166.57,154.89,173.94,137.62,214.12
166.57,169.33,133.33,166.91,173.6,153.69
165.04,166.86,156.81,151.9,213.37,203.65
155.65,174.52,164.6,163.66,180.05,166.09
163.97,173.04,167.61,168.72,178.25,238.18
173.11,188.23,163.42,165.96,219.33,245.07
137.77,182.6,197.73,197.59,173.5,158.96
128.05,148.46,168.19,174.63,169.93,194.44
147.02,133.28,164.45,184.27,149.06,152.37
166.57,166.57,266.74,125.27,242.71,172.19
195.99,166.57,155.46,176.79,176.66,224.06
179.49,150.58,267.09,218.34,164.38,194.75
158.31,148.32,140.18,174.44,129.01,166.25
146.38,180.3,143.76,228.88,116.31,194.99
169.92,170.07,168.39,144.01,176.34,152.02
141.78,177.2,139.32,187.79,167.75,224.13
168.82,162.9,218.27,164.27,237.02,218.34
166.49,196.85,183.35,146.72,177.79,165.23
165.1,166.57,149.22,167.23,151.34,265.43
