182.46,114.1,102.47,99.14,109.12,132.73
108.08,168.57,123.79,114.3,102.69,202.54
128.38,113.58,101.22,110.38,104.78,120.05
117.13,132.75,105.02,153.13,116.88,111.73
120.12,167.78,133.97,98.03,121.86,123.08
100.98,137.12,132.75,101.38,91.93,102.05
139.69,117.23,120.3,139.27,180.11,149.5
110.1,106.03,118.04,90.57,102.63,141.02
112.2,115.49,104.29,191.66,91.59,100.07
132.68,129.94,112.4,91.6,115.57,125.65
113.38,112.21,141.14,127.4,126.53,175.8
229.19,186.46,131.98,154.16,141.23,129.04
246.31,219.51,110.42,88.25,131.6,127.54
162.66,96.63,145.25,113.09,140.04,138.92
119.23,140.74,145.13,127.17,96.13,121.46
139.57,163.83,136.25,149.57,113.22,108.32
93.48,195.79,129.65,93.51,109.51,110.4
135.81,114.1,131.69,173.54,144.91,161.13
166.56,128.72,139.27,105.42,143.72,125.98
164.8,210.73,126.35,110.61,120.31,106.61
112.21,112.21,112.21,112.21,136.26,96.23
125.94,140.15,136.93,122.58,162.73,102.23
208.96,148.56,147.97,126.9,200.64,143.0
174.19,94.26,149.43,147.66,116.97,122.3
137.39,158.54,170.63,126.49,125.24,141.7
129.14,120.11,130.05,94.11,137.65,96.93
112.21,70.44,125.53,90.31,121.1,141.3
112.21,105.1,109.91,116.03,135.06,112.21
124.02,109.89,118.51,119.89,114.33,102.05
75.84,88.01,99.19,100.89,115.59,138.03
108.29,104.31,111.73,118.94,117.54,264.56
124.09,121.4,108.13,105.95,117.8,78.3
112.21,102.25,102.94,94.19,112.91,82.98
105.76,99.53,122.57,70.76,100.95,100.72
73.09,101.1,90.52,114.67,88.12,84.45
91.62,104.56,80.32,111.87,112.21,95.45
121.45,112.21,109.06,74.52,158.96,59.92
102.42,88.62,96.56,93.86,86.81,118.61
73.02,97.84,110.7,87.69,91.91,83.57
89.2,81.83,144.21,102.82,90.88,92.35
112.21,102.22,112.21,82.07,86.36,106.5
98.49,79.45,106.35,391.99,313.28,458.52
140.97,104.31,90.94,92.92,112.21,93.4
116.46,87.95,87.26,112.21,255.06,76.62
89.63,73.08,79.57,112.21,82.07,106.18
69.73,82.44,72.29,96.8,114.26,112.21
112.21,79.29,112.21,112.21,112.21,81.62
83.59,72.36,112.21,112.21,112.21,112.21
92.83,69.28,156.77,95.98,93.68,112.21
112.21,107.16,63.84,112.21,140.54,94.88
112.21,119.61,117.38,100.54,147.15,172.69
108.57,83.34,100.67,85.03,108.43,79.25
82.18,136.5,114.85,108.46,108.55,123.18
239.5,185.17,209.01,196.58,218.65,174.27
131.27,165.65,120.46,114.89,91.59,102.21
116.59,116.86,119.81,108.88,101.12,130.71
105.32,122.16,120.96,120.52,137.36,117.67
164.61,127.43,107.59,109.21,139.11,91.82
113.22,113.15,118.14,123.77,113.67,131.99
114.45,107.52,116.46,116.54,102.07,97.61
145.43,95.67,135.42,151.02,111.69,108.31
111.77,99.74,98.78,119.18,126.85,120.82
115.72,134.77,124.86,110.21,94.86,130.83
106.79,128.15,101.61,112.62,142.51,96.71
115.54,93.73,108.61,108.34,117.79,119.67
125.7,101.77,126.53,145.8,114.23,90.44
95.54,122.02,95.18,113.32,107.8,137.49
194.42,128.59,120.15,129.76,126.19,126.81
124.23,154.71,113.66,140.25,96.74,130.56
91.7,98.46,119.45,99.21,103.93,125.1
111.67,102.73,104.64,115.85,128.57,116.37
122.52,112.68,128.67,133.99,115.91,112.29
145.52,122.83,118.9,112.21,112.21,214.43
135.67,136.96,109.65,115.75,117.05,133.5
95.09,106.59,88.78,98.23,99.94,101.86
107.24,94.88,117.15,128.03,111.4,86.07
127.92,92.88,98.32,109.58,92.26,107.76
100.61,116.14,112.42,164.2,89.14,111.9
139.05,111.26,114.27,114.55,112.51,118.47
133.14,127.79,97.55,127.92,112.21,92.0
115.13,102.68,109.86,105.61,111.22,153.81
113.91,121.59,104.78,101.95,100.76,114.75
100.34,106.75,103.45,125.34,138.83,97.76
119.23,123.44,118.2,129.3,138.81,100.94
102.2,149.22,146.57,112.86,280.83,127.44
104.26,118.68,114.99,113.32,112.96,119.21
106.23,108.75,120.05,113.05,116.78,102.01
107.08,107.79,113.54,120.43,98.43,203.15
142.31,119.23,131.52,140.16,107.73,525.0
133.14,137.67,93.54,135.56,128.98,147.03
125.57,152.19,125.55,158.01,115.05,116.37
