intersection_id,tollgate_id,time_window,avg_travel_time
A,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",162.63964325181738
A,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",180.6204011556828
A,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",195.57950902055165
A,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",225.91588242742282
A,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",218.9066100849757
A,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",202.92388006068157
A,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",122.91510091638455
A,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",128.5384164291125
A,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",128.174875840166
A,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",131.1479338896288
A,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",125.42722312078511
A,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",125.3696085311161
A,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",162.63964325181738
A,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",180.6204011556828
A,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",195.57950902055165
A,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",225.91588242742282
A,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",218.9066100849757
A,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",202.92388006068157
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",122.91510091638455
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",128.5384164291125
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",128.174875840166
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",131.1479338896288
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",125.42722312078511
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",125.3696085311161
A,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",162.63964325181738
A,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",180.6204011556828
A,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",195.57950902055165
A,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",225.91588242742282
A,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",218.9066100849757
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",202.92388006068157
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",122.91510091638455
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",128.5384164291125
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",128.174875840166
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",131.1479338896288
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",125.42722312078511
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",125.3696085311161
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",162.63964325181738
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",180.6204011556828
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",195.57950902055165
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",225.91588242742282
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",218.9066100849757
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",202.92388006068157
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",122.91510091638455
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",128.5384164291125
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",128.174875840166
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",131.1479338896288
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",125.42722312078511
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",125.3696085311161
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",162.63964325181738
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",180.6204011556828
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",195.57950902055165
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",225.91588242742282
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",218.9066100849757
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",202.92388006068157
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",122.91510091638455
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",128.5384164291125
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",128.174875840166
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",131.1479338896288
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",125.42722312078511
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",125.3696085311161
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",162.63964325181738
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",180.6204011556828
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",195.57950902055165
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",225.91588242742282
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",218.9066100849757
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",202.92388006068157
A,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",122.91510091638455
A,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",128.5384164291125
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",128.174875840166
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",131.1479338896288
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",125.42722312078511
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",125.3696085311161
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",162.63964325181738
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",180.6204011556828
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",195.57950902055165
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",225.91588242742282
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",218.9066100849757
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",202.92388006068157
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",122.91510091638455
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",128.5384164291125
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",128.174875840166
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",131.1479338896288
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",125.42722312078511
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",125.3696085311161
A,2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",81.15445299945758
A,2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",79.98956528296802
A,2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",76.79633988687804
A,2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",76.64383489678985
A,2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",73.08432185851348
A,2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",72.55739947994631
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",58.316631559498695
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",57.373352019199196
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",58.44060725648184
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",56.70024022732354
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",57.283956801804166
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",57.55629373501148
A,2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",81.15445299945758
